id,timestamp,source,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,image_width,image_height,model_used
176,2025-11-09 22:55:00,live_feed,Class_39,0.5768690705299377,767.0,7.0,1049.0,622.0,1920,1080,YOLOv8
177,2025-11-09 22:55:00,live_feed,Class_39,0.47831276059150696,1055.0,2.0,1293.0,533.0,1920,1080,YOLOv8
178,2025-11-09 22:55:00,live_feed,Class_60,0.3111933767795563,5.0,0.0,1850.0,1066.0,1920,1080,YOLOv8
170,2025-11-09 22:54:59,live_feed,SafetySwitchPanel,0.48597630858421326,789.0,8.0,1432.0,539.0,1920,1080,YOLOv8
171,2025-11-09 22:54:59,live_feed,SafetySwitchPanel,0.48597630858421326,789.0,8.0,1432.0,539.0,1920,1080,YOLOv8
168,2025-11-09 22:54:58,live_feed,SafetySwitchPanel,0.4866672158241272,789.0,8.0,1432.0,539.0,1920,1080,YOLOv8
169,2025-11-09 22:54:58,live_feed,SafetySwitchPanel,0.4859832227230072,789.0,8.0,1432.0,539.0,1920,1080,YOLOv8
167,2025-11-09 22:54:57,live_feed,SafetySwitchPanel,0.4877517819404602,789.0,8.0,1432.0,539.0,1920,1080,YOLOv8
166,2025-11-09 22:54:54,live_feed,SafetySwitchPanel,0.24127112329006195,837.0,109.0,1249.0,376.0,1920,1080,YOLOv8
164,2025-11-09 22:54:53,live_feed,OxygenTank,0.7720109820365906,1258.0,9.0,1918.0,1063.0,1920,1080,YOLOv8
165,2025-11-09 22:54:53,live_feed,Class_39,0.17769518494606018,1080.0,525.0,1493.0,669.0,1920,1080,YOLOv8
160,2025-11-09 22:54:52,live_feed,Class_74,0.2568805515766144,1190.0,492.0,1315.0,623.0,1920,1080,YOLOv8
161,2025-11-09 22:54:52,live_feed,Class_39,0.8490954637527466,969.0,24.0,1091.0,540.0,1920,1080,YOLOv8
162,2025-11-09 22:54:52,live_feed,Class_39,0.8063229918479919,750.0,42.0,873.0,546.0,1920,1080,YOLOv8
163,2025-11-09 22:54:52,live_feed,Class_60,0.30888912081718445,0.0,451.0,1251.0,1065.0,1920,1080,YOLOv8
159,2025-11-09 22:54:51,live_feed,Class_39,0.16669674217700958,178.0,505.0,429.0,1061.0,1920,1080,YOLOv8
153,2025-11-09 22:54:50,live_feed,Class_64,0.3200511038303375,851.0,0.0,1054.0,221.0,1920,1080,YOLOv8
154,2025-11-09 22:54:50,live_feed,Class_73,0.2067030370235443,413.0,1.0,1523.0,509.0,1920,1080,YOLOv8
155,2025-11-09 22:54:50,live_feed,Class_41,0.7199356555938721,1195.0,3.0,1616.0,627.0,1920,1080,YOLOv8
156,2025-11-09 22:54:50,live_feed,Class_41,0.5275142788887024,730.0,2.0,1265.0,788.0,1920,1080,YOLOv8
157,2025-11-09 22:54:50,live_feed,Class_60,0.22096645832061768,200.0,6.0,1888.0,1051.0,1920,1080,YOLOv8
158,2025-11-09 22:54:50,live_feed,Class_41,0.21292340755462646,725.0,7.0,900.0,453.0,1920,1080,YOLOv8
143,2025-11-09 22:54:48,live_feed,Class_39,0.691972017288208,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
144,2025-11-09 22:54:48,live_feed,Class_39,0.5026030540466309,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
145,2025-11-09 22:54:48,live_feed,Class_39,0.4368998408317566,829.0,2.0,1197.0,876.0,1920,1080,YOLOv8
146,2025-11-09 22:54:48,live_feed,Class_60,0.2961343824863434,156.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
147,2025-11-09 22:54:48,live_feed,Class_73,0.17625603079795837,0.0,739.0,477.0,1004.0,1920,1080,YOLOv8
148,2025-11-09 22:54:48,live_feed,Class_39,0.6919990181922913,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
149,2025-11-09 22:54:48,live_feed,Class_39,0.5028166770935059,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
150,2025-11-09 22:54:48,live_feed,Class_39,0.4360065758228302,829.0,2.0,1197.0,876.0,1920,1080,YOLOv8
151,2025-11-09 22:54:48,live_feed,Class_60,0.29610663652420044,156.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
152,2025-11-09 22:54:48,live_feed,Class_73,0.17616868019104004,0.0,739.0,477.0,1004.0,1920,1080,YOLOv8
133,2025-11-09 22:54:47,live_feed,Class_39,0.6922302842140198,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
134,2025-11-09 22:54:47,live_feed,Class_39,0.5025243759155273,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
135,2025-11-09 22:54:47,live_feed,Class_39,0.43666189908981323,829.0,2.0,1197.0,876.0,1920,1080,YOLOv8
136,2025-11-09 22:54:47,live_feed,Class_60,0.2956043779850006,154.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
137,2025-11-09 22:54:47,live_feed,Class_73,0.17597879469394684,0.0,739.0,477.0,1004.0,1920,1080,YOLOv8
138,2025-11-09 22:54:47,live_feed,Class_39,0.6922302842140198,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
139,2025-11-09 22:54:47,live_feed,Class_39,0.5025243759155273,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
140,2025-11-09 22:54:47,live_feed,Class_39,0.43666189908981323,829.0,2.0,1197.0,876.0,1920,1080,YOLOv8
141,2025-11-09 22:54:47,live_feed,Class_60,0.2956043779850006,154.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
142,2025-11-09 22:54:47,live_feed,Class_73,0.17597879469394684,0.0,739.0,477.0,1004.0,1920,1080,YOLOv8
123,2025-11-09 22:54:46,live_feed,Class_39,0.6967100501060486,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
124,2025-11-09 22:54:46,live_feed,Class_39,0.49802395701408386,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
125,2025-11-09 22:54:46,live_feed,Class_39,0.433501273393631,830.0,2.0,1197.0,876.0,1920,1080,YOLOv8
126,2025-11-09 22:54:46,live_feed,Class_60,0.29364654421806335,156.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
127,2025-11-09 22:54:46,live_feed,Class_73,0.17418821156024933,0.0,740.0,477.0,1004.0,1920,1080,YOLOv8
128,2025-11-09 22:54:46,live_feed,Class_39,0.6927008628845215,554.0,3.0,872.0,781.0,1920,1080,YOLOv8
129,2025-11-09 22:54:46,live_feed,Class_39,0.505882978439331,1144.0,3.0,1375.0,689.0,1920,1080,YOLOv8
130,2025-11-09 22:54:46,live_feed,Class_39,0.4394221901893616,829.0,2.0,1197.0,876.0,1920,1080,YOLOv8
131,2025-11-09 22:54:46,live_feed,Class_60,0.29525282979011536,154.0,514.0,1914.0,1061.0,1920,1080,YOLOv8
132,2025-11-09 22:54:46,live_feed,Class_73,0.175850972533226,0.0,739.0,477.0,1004.0,1920,1080,YOLOv8
121,2025-11-09 22:54:45,live_feed,SafetySwitchPanel,0.21502621471881866,666.0,531.0,1000.0,968.0,1920,1080,YOLOv8
122,2025-11-09 22:54:45,live_feed,SafetySwitchPanel,0.21502621471881866,666.0,531.0,1000.0,968.0,1920,1080,YOLOv8
118,2025-11-09 22:54:44,live_feed,SafetySwitchPanel,0.21647122502326965,666.0,531.0,1000.0,968.0,1920,1080,YOLOv8
119,2025-11-09 22:54:44,live_feed,SafetySwitchPanel,0.21508528292179108,666.0,531.0,1000.0,968.0,1920,1080,YOLOv8
120,2025-11-09 22:54:44,live_feed,SafetySwitchPanel,0.21477697789669037,666.0,531.0,1000.0,968.0,1920,1080,YOLOv8
115,2025-11-09 22:54:43,live_feed,Class_56,0.43214869499206543,1.0,0.0,723.0,1064.0,1920,1080,YOLOv8
116,2025-11-09 22:54:43,live_feed,FirstAidBox,0.17219017446041107,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
117,2025-11-09 22:54:43,live_feed,SafetySwitchPanel,0.2257998287677765,666.0,531.0,1000.0,967.0,1920,1080,YOLOv8
111,2025-11-09 22:54:42,live_feed,Class_56,0.43357962369918823,1.0,0.0,723.0,1064.0,1920,1080,YOLOv8
112,2025-11-09 22:54:42,live_feed,FirstAidBox,0.1721584051847458,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
113,2025-11-09 22:54:42,live_feed,Class_56,0.43182259798049927,1.0,0.0,723.0,1064.0,1920,1080,YOLOv8
114,2025-11-09 22:54:42,live_feed,FirstAidBox,0.17218878865242004,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
107,2025-11-09 22:54:41,live_feed,Class_56,0.43076494336128235,1.0,0.0,723.0,1064.0,1920,1080,YOLOv8
108,2025-11-09 22:54:41,live_feed,FirstAidBox,0.17172910273075104,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
109,2025-11-09 22:54:41,live_feed,Class_56,0.4307734966278076,1.0,0.0,723.0,1064.0,1920,1080,YOLOv8
110,2025-11-09 22:54:41,live_feed,FirstAidBox,0.17185190320014954,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
102,2025-11-09 22:54:40,live_feed,Class_75,0.40896788239479065,543.0,5.0,1021.0,541.0,1920,1080,YOLOv8
103,2025-11-09 22:54:40,live_feed,Class_76,0.17330364882946014,1514.0,781.0,1919.0,1075.0,1920,1080,YOLOv8
104,2025-11-09 22:54:40,live_feed,Class_41,0.15735562145709991,910.0,592.0,1657.0,1064.0,1920,1080,YOLOv8
105,2025-11-09 22:54:40,live_feed,Class_56,0.4280849099159241,1.0,0.0,724.0,1064.0,1920,1080,YOLOv8
106,2025-11-09 22:54:40,live_feed,FirstAidBox,0.1703663468360901,1744.0,96.0,1884.0,164.0,1920,1080,YOLOv8
99,2025-11-09 22:54:39,live_feed,Class_28,0.598520040512085,0.0,11.0,915.0,1067.0,1920,1080,YOLOv8
100,2025-11-09 22:54:39,live_feed,Class_62,0.1880827695131302,736.0,17.0,1210.0,608.0,1920,1080,YOLOv8
101,2025-11-09 22:54:39,live_feed,Class_68,0.15333189070224762,735.0,20.0,1209.0,606.0,1920,1080,YOLOv8
95,2025-11-09 22:54:38,live_feed,Class_66,0.3356589376926422,654.0,5.0,1864.0,396.0,1920,1080,YOLOv8
96,2025-11-09 22:54:38,live_feed,Class_65,0.29641854763031006,862.0,153.0,1217.0,524.0,1920,1080,YOLOv8
97,2025-11-09 22:54:38,live_feed,Class_67,0.2625701129436493,652.0,3.0,1866.0,403.0,1920,1080,YOLOv8
98,2025-11-09 22:54:38,live_feed,Class_79,0.1937721222639084,860.0,148.0,1217.0,526.0,1920,1080,YOLOv8
88,2025-11-09 22:54:37,live_feed,Class_7,0.3551865816116333,1452.0,333.0,1913.0,590.0,1920,1080,YOLOv8
89,2025-11-09 22:54:37,live_feed,OxygenTank,0.3456871211528778,1282.0,749.0,1714.0,1070.0,1920,1080,YOLOv8
90,2025-11-09 22:54:37,live_feed,EmergencyPhone,0.2969735264778137,58.0,0.0,1914.0,1028.0,1920,1080,YOLOv8
91,2025-11-09 22:54:37,live_feed,SafetySwitchPanel,0.2178770750761032,160.0,0.0,1897.0,870.0,1920,1080,YOLOv8
92,2025-11-09 22:54:37,live_feed,FirstAidBox,0.24073080718517303,680.0,542.0,943.0,817.0,1920,1080,YOLOv8
93,2025-11-09 22:54:37,live_feed,FirstAidBox,0.15013989806175232,343.0,389.0,467.0,442.0,1920,1080,YOLOv8
94,2025-11-09 22:54:37,live_feed,Class_56,0.1659901887178421,1297.0,11.0,1918.0,1064.0,1920,1080,YOLOv8
85,2025-11-09 22:54:36,live_feed,FirstAidBox,0.16420184075832367,846.0,878.0,1916.0,1068.0,1920,1080,YOLOv8
86,2025-11-09 22:54:36,live_feed,Class_73,0.18451784551143646,433.0,829.0,502.0,1073.0,1920,1080,YOLOv8
87,2025-11-09 22:54:36,live_feed,Class_73,0.15641209483146667,568.0,814.0,645.0,1050.0,1920,1080,YOLOv8
84,2025-11-09 22:54:35,live_feed,Class_9,0.4834766983985901,544.0,42.0,904.0,460.0,1920,1080,YOLOv8
79,2025-11-09 22:54:34,live_feed,FirstAidBox,0.29338106513023376,1611.0,232.0,1790.0,366.0,1920,1080,YOLOv8
80,2025-11-09 22:54:34,live_feed,FireExtinguisher,0.23508891463279724,24.0,18.0,1917.0,1067.0,1920,1080,YOLOv8
81,2025-11-09 22:54:34,live_feed,Class_73,0.15733247995376587,1.0,389.0,1200.0,1064.0,1920,1080,YOLOv8
82,2025-11-09 22:54:34,live_feed,Class_39,0.8993118405342102,689.0,4.0,1010.0,882.0,1920,1080,YOLOv8
83,2025-11-09 22:54:34,live_feed,Class_39,0.8266906142234802,1011.0,7.0,1296.0,850.0,1920,1080,YOLOv8
77,2025-11-09 22:54:33,live_feed,Class_28,0.8512409329414368,575.0,503.0,1059.0,1044.0,1920,1080,YOLOv8
78,2025-11-09 22:54:33,live_feed,FireExtinguisher,0.5430315732955933,153.0,0.0,1918.0,1072.0,1920,1080,YOLOv8
74,2025-11-09 22:54:32,live_feed,FirstAidBox,0.48565757274627686,904.0,533.0,1089.0,829.0,1920,1080,YOLOv8
75,2025-11-09 22:54:32,live_feed,SafetySwitchPanel,0.3234131634235382,1.0,3.0,310.0,92.0,1920,1080,YOLOv8
76,2025-11-09 22:54:32,live_feed,SafetySwitchPanel,0.2689102590084076,0.0,608.0,153.0,698.0,1920,1080,YOLOv8
66,2025-11-09 22:54:31,live_feed,Class_39,0.8464553952217102,434.0,5.0,712.0,614.0,1920,1080,YOLOv8
67,2025-11-09 22:54:31,live_feed,Class_39,0.6677870750427246,653.0,1.0,806.0,360.0,1920,1080,YOLOv8
68,2025-11-09 22:54:31,live_feed,Class_39,0.48724597692489624,847.0,57.0,1016.0,541.0,1920,1080,YOLOv8
69,2025-11-09 22:54:31,live_feed,Class_67,0.4353184401988983,1511.0,704.0,1732.0,1015.0,1920,1080,YOLOv8
70,2025-11-09 22:54:31,live_feed,Class_39,0.36698606610298157,819.0,548.0,962.0,839.0,1920,1080,YOLOv8
71,2025-11-09 22:54:31,live_feed,Class_39,0.3281698524951935,765.0,777.0,932.0,1043.0,1920,1080,YOLOv8
72,2025-11-09 22:54:31,live_feed,Class_65,0.25566938519477844,1623.0,419.0,1914.0,548.0,1920,1080,YOLOv8
73,2025-11-09 22:54:31,live_feed,Class_60,0.22752121090888977,8.0,28.0,1887.0,1046.0,1920,1080,YOLOv8
65,2025-11-09 22:54:30,live_feed,Class_72,0.23518186807632446,566.0,7.0,1180.0,836.0,1920,1080,YOLOv8
63,2025-11-09 22:54:29,live_feed,FireExtinguisher,0.3293711841106415,5.0,0.0,1918.0,1071.0,1920,1080,YOLOv8
64,2025-11-09 22:54:29,live_feed,Class_69,0.23192062973976135,0.0,0.0,1860.0,1066.0,1920,1080,YOLOv8
59,2025-11-09 22:54:28,live_feed,SafetySwitchPanel,0.3073537349700928,934.0,532.0,1221.0,736.0,1920,1080,YOLOv8
60,2025-11-09 22:54:28,live_feed,Class_9,0.16993063688278198,869.0,233.0,1058.0,299.0,1920,1080,YOLOv8
61,2025-11-09 22:54:28,live_feed,Class_67,0.47984498739242554,611.0,49.0,1388.0,739.0,1920,1080,YOLOv8
62,2025-11-09 22:54:28,live_feed,Class_9,0.26838621497154236,1101.0,2.0,1588.0,443.0,1920,1080,YOLOv8
57,2025-11-09 22:54:27,live_feed,Class_63,0.6278669834136963,247.0,0.0,1468.0,840.0,1920,1080,YOLOv8
58,2025-11-09 22:54:27,live_feed,Class_41,0.194283589720726,0.0,405.0,94.0,750.0,1920,1080,YOLOv8
52,2025-11-09 22:54:26,live_feed,OxygenTank,0.43150565028190613,922.0,223.0,1026.0,365.0,1920,1080,YOLOv8
53,2025-11-09 22:54:26,live_feed,Class_39,0.8864058256149292,834.0,4.0,1042.0,417.0,1920,1080,YOLOv8
54,2025-11-09 22:54:26,live_feed,Class_41,0.5476679801940918,434.0,1.0,761.0,311.0,1920,1080,YOLOv8
55,2025-11-09 22:54:26,live_feed,Class_63,0.4851311147212982,0.0,0.0,1238.0,1053.0,1920,1080,YOLOv8
56,2025-11-09 22:54:26,live_feed,Class_60,0.20590321719646454,0.0,4.0,1240.0,1051.0,1920,1080,YOLOv8
50,2025-11-09 22:54:24,live_feed,FireExtinguisher,0.45874011516571045,14.0,0.0,1913.0,1066.0,1920,1080,YOLOv8
51,2025-11-09 22:54:24,live_feed,Class_36,0.1709134429693222,7.0,113.0,1918.0,1065.0,1920,1080,YOLOv8
46,2025-11-09 22:54:23,live_feed,Class_28,0.5007055401802063,422.0,468.0,910.0,713.0,1920,1080,YOLOv8
47,2025-11-09 22:54:23,live_feed,FireExtinguisher,0.30991697311401367,28.0,0.0,1908.0,862.0,1920,1080,YOLOv8
48,2025-11-09 22:54:23,live_feed,Class_66,0.4025595188140869,0.0,281.0,937.0,1067.0,1920,1080,YOLOv8
49,2025-11-09 22:54:23,live_feed,Class_73,0.15394654870033264,0.0,2.0,717.0,210.0,1920,1080,YOLOv8
45,2025-11-09 22:54:22,live_feed,SafetySwitchPanel,0.5370537042617798,1494.0,4.0,1918.0,280.0,1920,1080,YOLOv8
41,2025-11-09 22:54:21,live_feed,Class_67,0.4385019838809967,635.0,4.0,1603.0,645.0,1920,1080,YOLOv8
42,2025-11-09 22:54:21,live_feed,Class_73,0.2068420946598053,0.0,3.0,422.0,311.0,1920,1080,YOLOv8
43,2025-11-09 22:54:21,live_feed,Class_63,0.16420955955982208,0.0,2.0,423.0,315.0,1920,1080,YOLOv8
44,2025-11-09 22:54:21,live_feed,Class_45,0.3135487735271454,0.0,4.0,599.0,558.0,1920,1080,YOLOv8
34,2025-11-09 22:54:20,live_feed,Class_39,0.8488245010375977,894.0,85.0,1086.0,804.0,1920,1080,YOLOv8
35,2025-11-09 22:54:20,live_feed,Class_39,0.5877665877342224,647.0,265.0,827.0,801.0,1920,1080,YOLOv8
36,2025-11-09 22:54:20,live_feed,Class_60,0.2541947066783905,8.0,787.0,1891.0,1068.0,1920,1080,YOLOv8
37,2025-11-09 22:54:20,live_feed,Class_39,0.5542437434196472,673.0,1.0,1050.0,318.0,1920,1080,YOLOv8
38,2025-11-09 22:54:20,live_feed,Class_41,0.35754647850990295,1.0,3.0,571.0,369.0,1920,1080,YOLOv8
39,2025-11-09 22:54:20,live_feed,Class_76,0.3235433101654053,0.0,244.0,310.0,1053.0,1920,1080,YOLOv8
40,2025-11-09 22:54:20,live_feed,Class_72,0.273197203874588,0.0,1.0,1915.0,1068.0,1920,1080,YOLOv8
26,2025-11-09 22:54:19,live_feed,Class_62,0.3736670911312103,18.0,18.0,1263.0,1062.0,1920,1080,YOLOv8
27,2025-11-09 22:54:19,live_feed,Class_63,0.2735861539840698,1472.0,21.0,1919.0,436.0,1920,1080,YOLOv8
28,2025-11-09 22:54:19,live_feed,Class_63,0.23620055615901947,1191.0,292.0,1918.0,1033.0,1920,1080,YOLOv8
29,2025-11-09 22:54:19,live_feed,Class_62,0.18569715321063995,1189.0,355.0,1920.0,1033.0,1920,1080,YOLOv8
30,2025-11-09 22:54:19,live_feed,Class_28,0.37331855297088623,301.0,4.0,1520.0,1064.0,1920,1080,YOLOv8
31,2025-11-09 22:54:19,live_feed,Class_28,0.3037062883377075,970.0,591.0,1170.0,993.0,1920,1080,YOLOv8
32,2025-11-09 22:54:19,live_feed,Class_67,0.28109925985336304,699.0,304.0,934.0,994.0,1920,1080,YOLOv8
33,2025-11-09 22:54:19,live_feed,Class_7,0.22812020778656006,195.0,0.0,1883.0,1070.0,1920,1080,YOLOv8
23,2025-11-09 22:54:18,live_feed,Class_28,0.17902246117591858,624.0,565.0,1129.0,1065.0,1920,1080,YOLOv8
24,2025-11-09 22:54:18,live_feed,FireExtinguisher,0.16814911365509033,40.0,0.0,1916.0,1063.0,1920,1080,YOLOv8
25,2025-11-09 22:54:18,live_feed,SafetySwitchPanel,0.4775563180446625,159.0,1.0,1912.0,1018.0,1920,1080,YOLOv8
21,2025-11-09 22:54:17,live_feed,Class_7,0.3190711438655853,603.0,3.0,1235.0,335.0,1920,1080,YOLOv8
22,2025-11-09 22:54:17,live_feed,OxygenTank,0.21472978591918945,931.0,0.0,1090.0,197.0,1920,1080,YOLOv8
18,2025-11-09 22:54:16,live_feed,Class_63,0.17808157205581665,475.0,0.0,1496.0,736.0,1920,1080,YOLOv8
19,2025-11-09 22:54:16,live_feed,Class_63,0.16102755069732666,114.0,3.0,1918.0,1058.0,1920,1080,YOLOv8
20,2025-11-09 22:54:16,live_feed,SafetySwitchPanel,0.2636997401714325,0.0,40.0,917.0,621.0,1920,1080,YOLOv8
15,2025-11-09 22:54:15,live_feed,Class_62,0.452871710062027,0.0,13.0,794.0,776.0,1920,1080,YOLOv8
16,2025-11-09 22:54:15,live_feed,Class_68,0.3712414801120758,0.0,14.0,793.0,775.0,1920,1080,YOLOv8
17,2025-11-09 22:54:15,live_feed,Class_28,0.9472936391830444,855.0,277.0,1383.0,829.0,1920,1080,YOLOv8
11,2025-11-09 22:54:14,live_feed,Class_41,0.7536441683769226,778.0,0.0,1397.0,840.0,1920,1080,YOLOv8
12,2025-11-09 22:54:14,live_feed,Class_13,0.2530905306339264,0.0,8.0,1889.0,1071.0,1920,1080,YOLOv8
13,2025-11-09 22:54:14,live_feed,OxygenTank,0.24591323733329773,1283.0,9.0,1918.0,1022.0,1920,1080,YOLOv8
14,2025-11-09 22:54:14,live_feed,OxygenTank,0.1976810246706009,136.0,4.0,1915.0,1057.0,1920,1080,YOLOv8
6,2025-11-09 22:54:13,live_feed,SafetySwitchPanel,0.4285793602466583,1001.0,420.0,1298.0,725.0,1920,1080,YOLOv8
7,2025-11-09 22:54:13,live_feed,SafetySwitchPanel,0.30039751529693604,0.0,4.0,1784.0,1071.0,1920,1080,YOLOv8
8,2025-11-09 22:54:13,live_feed,Class_67,0.44925999641418457,876.0,237.0,1347.0,558.0,1920,1080,YOLOv8
9,2025-11-09 22:54:13,live_feed,Class_63,0.37285706400871277,1223.0,21.0,1920.0,637.0,1920,1080,YOLOv8
10,2025-11-09 22:54:13,live_feed,Class_79,0.3557434380054474,136.0,348.0,680.0,1053.0,1920,1080,YOLOv8
5,2025-11-09 22:54:12,live_feed,FireExtinguisher,0.5086113214492798,48.0,2.0,1916.0,1067.0,1920,1080,YOLOv8
4,2025-11-09 22:54:11,live_feed,Class_7,0.36027997732162476,7.0,0.0,1920.0,977.0,1920,1080,YOLOv8
1,2025-11-09 22:54:09,live_feed,Class_49,0.204850971698761,634.0,456.0,878.0,653.0,1920,1080,YOLOv8
2,2025-11-09 22:54:09,live_feed,Class_67,0.1887100636959076,771.0,122.0,1129.0,528.0,1920,1080,YOLOv8
3,2025-11-09 22:54:09,live_feed,Class_49,0.17454655468463898,1023.0,451.0,1178.0,603.0,1920,1080,YOLOv8
